Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,ext_hugvasqu,"111,52 %","139,55","88,05 %",-,-,-,-,-,-,-,-,"1,07 %",-,"102,24 %",7,-
jegallardoga,ext_iaaranda,"99,6 %","129,14","87,75 %",-,-,-,-,-,-,-,-,"0,67 %",-,"105,75 %",6,-
jegallardoga,ext_jearriaz,"120,67 %","174,12","76,01 %",-,-,-,-,-,-,-,-,0 %,-,"92,7 %",5,-
jegallardoga,ext_jheespin,"71,34 %","82,01","75,72 %",-,-,-,-,-,-,-,-,"0,96 %",-,"97,07 %",8,-
jegallardoga,ext_maagullo,"89,53 %","106,92","80,26 %",-,-,-,-,-,-,-,-,"1,69 %",-,"101,32 %",6,-
jegallardoga,ext_nanyespi,"133,17 %","181,91","79,56 %",-,-,-,-,-,-,-,-,0 %,-,"97,08 %",3,0
jegallardoga,ext_nicoyarz,"80,44 %","108,21",87 %,-,-,-,-,-,-,-,-,"3,3 %",0 %,-,-,-
jegallardoga,ext_pocornej,"90,95 %","71,94","80,47 %",-,-,-,-,-,-,-,-,"0,91 %",-,"102,24 %",8,-
jegallardoga,ext_sagalaz,"90,36 %","112,55",80 %,-,-,-,-,-,-,-,-,"0,32 %",-,"98,71 %",5,-
jegallardoga,ext_sebastfa,"133,94 %","106,31","81,04 %",-,-,-,-,-,-,-,-,"1,78 %",-,"104,11 %",7,-
jegallardoga,ext_solcabez,"99,83 %","99,38","73,69 %",-,-,-,-,-,-,-,-,"2,22 %",-,"98,09 %",8,-
jegallardoga,ext_toralfre,"110,52 %","153,98","75,62 %",-,-,-,-,-,-,-,-,0 %,-,"94,69 %",9,-
jegallardoga,fmartinmanci,"106,43 %","141,62","81,3 %",-,-,-,-,-,-,-,-,0 %,-,"99,85 %",5,-
jegallardoga,fsepulvedami,"74,8 %","113,42","79,24 %",-,-,-,-,-,-,-,-,0 %,-,"101,73 %",4,-
jegallardoga,halvarezaran,"92,57 %","121,03","77,79 %",-,-,-,-,-,-,-,-,0 %,-,"95,93 %",5,-
jegallardoga,irodriguezdo,"125,36 %","169,85","87,5 %",-,-,-,-,-,-,-,-,"1,17 %",-,"100,52 %",5,-
jegallardoga,jniriancurih,"143,6 %","227,67","86,84 %",-,-,-,-,-,-,-,-,0 %,-,"91,9 %",5,-
jegallardoga,kcollaolazza,"121,25 %","187,22","89,95 %",-,-,-,-,-,-,-,-,"0,39 %",-,"87,99 %",7,-
jegallardoga,mcasosdiaz,"110,28 %","171,98","78,71 %",-,-,-,-,-,-,-,-,"0,1 %",-,"106,94 %",4,-
jegallardoga,ngabelocamil,"99,78 %","128,73","82,26 %",-,-,-,-,-,-,-,-,"1,32 %",-,"94,6 %",4,-
jegallardoga,ogandarillas,"114,95 %","201,12","67,14 %",-,-,-,-,-,-,-,-,0 %,0 %,"92,13 %",7,-
jegallardoga,omezavilches,"115,76 %","202,33","81,09 %",-,-,-,-,-,-,-,-,0 %,-,"100,52 %",2,0
jegallardoga,pgalvez,"100,03 %","130,49","83,44 %",-,-,-,-,-,-,-,-,"2,41 %",-,"87,07 %",3,-
jegallardoga,robarra,"147,58 %","102,55","89,79 %",-,-,-,-,-,-,-,-,0 %,-,"77,47 %",10,-
jegallardoga,rtorosanhuez,"85,74 %","148,3","74,95 %",-,-,-,-,-,-,-,"50,65 %","0,23 %",-,"80,2 %",5,-
jegallardoga,vhinostrozaz,"145,85 %","211,57","89,53 %",-,-,-,-,-,-,-,-,0 %,-,"78,34 %",3,-
jegallardoga,vortegonbern,"140,21 %","98,25","89,07 %",-,-,-,-,-,-,-,-,0 %,-,"79,46 %",1,-
jegallardoga,yrojasfuente,"127,99 %","185,1","73,43 %",-,-,-,-,-,-,-,-,"0,24 %",0 %,"81,1 %",6,-
jegallardoga,dgonzalezmol,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,98 %",-,-
