Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,ajarasanchez,"79,98 %","108,95","76,73 %",-,-,-,-,-,-,-,-,0 %,-,0 %,1,-
jegallardoga,apajaromerla,"119,14 %","159,15","82,39 %",-,-,-,-,-,-,-,-,0 %,0 %,-,-,0
jegallardoga,cpintoarruza,"97,97 %","127,73","79,03 %",-,-,-,-,-,-,-,-,0 %,-,"103,17 %",1,15
jegallardoga,ext_ailynrod,"99,1 %","83,41","77,57 %",-,-,-,-,-,-,-,-,"0,34 %",50 %,0 %,7,11
jegallardoga,ext_conrocha,"136,43 %","112,18","81,83 %",-,-,-,-,-,-,-,-,"3,12 %",-,0 %,10,12
jegallardoga,ext_criarria,"88,66 %","94,37","83,72 %",-,-,-,-,-,-,-,-,"1,73 %",-,0 %,0,35
jegallardoga,ext_fujavier,"124,17 %","192,92","86,36 %",-,-,-,-,-,-,-,-,"0,49 %",-,0 %,7,13
jegallardoga,ext_hugvasqu,"135,79 %","164,28","81,9 %",-,-,-,-,-,-,-,-,0 %,0 %,0 %,8,10
jegallardoga,ext_iaaranda,"95,29 %","127,28","81,96 %",-,-,-,-,-,-,-,-,"2,56 %",-,0 %,8,8
jegallardoga,ext_jheespin,"71,55 %","84,89","77,17 %",-,-,-,-,-,-,-,-,"1,46 %",0 %,"97,67 %",9,31
jegallardoga,ext_maagullo,"89,11 %","107,67","81,06 %",-,-,-,-,-,-,-,-,"2,49 %",0 %,0 %,6,12
jegallardoga,ext_nanyespi,"115,82 %","155,21","86,32 %",-,-,-,-,-,-,-,-,"1,77 %",0 %,"100,03 %",7,19
jegallardoga,ext_nicoyarz,"89,91 %","114,46","82,26 %",-,-,-,-,-,-,-,-,"2,48 %",100 %,-,-,-
jegallardoga,ext_sebastfa,"150,22 %","118,57","81,91 %",-,-,-,-,-,-,-,-,"2,59 %",0 %,"97,32 %",10,14
jegallardoga,ext_toralfre,"113,78 %","181,45","85,46 %",-,-,-,-,-,-,-,-,"6,39 %",-,0 %,12,31
jegallardoga,fmartinmanci,"107,86 %","144,38","80,25 %",-,-,-,-,-,-,-,-,0 %,100 %,"99,75 %",7,10
jegallardoga,halvarezaran,"100,1 %","126,11","84,94 %",-,-,-,-,-,-,-,-,"1,28 %",-,0 %,3,11
jegallardoga,jniriancurih,"130,55 %","200,3","91,67 %",-,-,-,-,-,-,-,-,"2,2 %",-,"67,73 %",8,18
jegallardoga,kcollaolazza,"125,94 %","200,01","85,82 %",-,-,-,-,-,-,-,-,"1,98 %",-,0 %,6,10
jegallardoga,ngabelocamil,"98,08 %","141,77","76,56 %",-,-,-,-,-,-,-,-,"1,28 %",0 %,0 %,2,18
jegallardoga,ogandarillas,"123,15 %","193,84","87,41 %",-,-,-,-,-,-,-,-,"0,47 %",-,-,-,-
jegallardoga,pgalvez,"85,84 %","122,24","80,86 %",-,-,-,-,-,-,-,-,"1,17 %",-,0 %,8,23
jegallardoga,robarra,"137,75 %","102,43","85,99 %",-,-,-,-,-,-,-,-,0 %,0 %,0 %,6,23
jegallardoga,vortegonbern,"129,96 %","94,97","87,34 %",-,-,-,-,-,-,-,-,0 %,-,"94,16 %",0,21
jegallardoga,yrojasfuente,"130,56 %","179,77","79,38 %",-,-,-,-,-,-,-,-,"2,92 %",100 %,0 %,7,-
