Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,ajarasanchez,"98,54 %","127,03","84,91 %",-,-,-,-,-,-,-,-,0 %,-,"103,63 %",6,9
jegallardoga,cpintoarruza,"94,89 %","126,45","83,08 %",-,-,-,-,-,-,-,-,0 %,50 %,"103,57 %",7,10
jegallardoga,dgonzalezmol,"83,41 %","67,59","86,03 %",-,-,-,-,-,-,-,-,0 %,0 %,-,12,0
jegallardoga,ext_beangulo,"123,1 %","199,55","84,08 %",-,-,-,-,-,-,-,-,"0,83 %",0 %,"99,59 %",6,-
jegallardoga,ext_macasos,"85,75 %","123,75","86,29 %",-,-,-,-,-,-,-,-,"0,74 %",0 %,"105,04 %",5,9
jegallardoga,ext_nanyespi,"92,57 %","112,12","88,94 %",-,-,-,-,-,-,-,-,"0,8 %",0 %,"103,7 %",6,11
jegallardoga,ext_osgandar,"78,53 %","117,38","81,52 %",-,-,-,-,-,-,-,-,"1,77 %",-,"95,19 %",9,10
jegallardoga,ext_scannais,"103,13 %","130,6","85,07 %",-,-,-,-,-,-,-,-,"1,64 %",0 %,"98,06 %",6,12
jegallardoga,ext_toralfre,"86,32 %","155,67","72,83 %",-,-,-,-,-,-,-,-,"3,68 %",-,"103,76 %",8,9
jegallardoga,fmartinmanci,"83,59 %","94,27","85,71 %",-,-,-,-,-,-,-,-,"1,39 %",-,"104,8 %",6,9
jegallardoga,halvarezaran,"98,86 %","131,56","82,92 %",-,-,-,-,-,-,-,-,"0,21 %",0 %,"103,76 %",6,10
jegallardoga,jniriancurih,"61,09 %","112,35","53,16 %",-,-,-,-,-,-,-,-,"2,08 %",0 %,"95,88 %",7,-
jegallardoga,kcollaolazza,"104,37 %","161,92","83,29 %",-,-,-,-,-,-,-,-,"8,2 %",-,"86,64 %",5,-
jegallardoga,ngabelocamil,"81,72 %","106,78","83,74 %",-,-,-,-,-,-,-,-,2 %,0 %,"99,79 %",6,14
jegallardoga,pgalvez,"102,92 %","125,51","89,5 %",-,-,-,-,-,-,-,-,"1,14 %",0 %,"101,4 %",5,9
jegallardoga,vortegonbern,"80,78 %","59,95","81,5 %",-,-,-,-,-,-,-,-,"0,52 %",-,"96,19 %",6,-
jegallardoga,yrojasfuente,"132,27 %","182,27","84,04 %",-,-,-,-,-,-,-,-,"0,68 %",0 %,"101,09 %",6,-
