Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,apajaromerla,"98,75 %","137,23","85,27 %",-,-,-,-,-,-,-,-,"2,76 %",-,"102,55 %",6,-
jegallardoga,aschmidtfern,"103,57 %","158,78","83,74 %",-,-,-,-,-,-,-,-,"2,35 %",-,"106,6 %",7,-
jegallardoga,bmatoscastro,"93,74 %","116,1","84,28 %",-,-,-,-,-,-,-,-,"2,66 %",0 %,"103,03 %",10,-
jegallardoga,crojashidalg,"87,27 %","71,42","78,32 %",-,-,-,-,-,-,-,-,0 %,0 %,"93,57 %",19,-
jegallardoga,ediazvega,"104,96 %","75,3","74,72 %",-,-,-,-,-,-,-,-,"2,39 %",0 %,-,-,-
jegallardoga,ext_anllamoc,"20,01 %","45,82","25,33 %",-,-,-,-,-,-,-,-,0 %,-,"33,54 %",-,-
jegallardoga,ext_arieandr,"96,75 %","123,47","87,12 %",-,-,-,-,-,-,-,-,"2,83 %","33,33 %","96,51 %",7,-
jegallardoga,ext_benjleal,"67,17 %","77,95","45,62 %",-,-,-,-,-,-,-,-,"2,44 %",-,"30,82 %",-,-
jegallardoga,ext_brleteli,"55,81 %","57,05","51,01 %",-,-,-,-,-,-,-,-,0 %,-,"19,51 %",-,-
jegallardoga,ext_caadomin,"72,7 %","131,57","29,06 %",-,-,-,-,-,-,-,-,0 %,-,"43,98 %",-,-
jegallardoga,ext_conrocha,"102,63 %","134,16","84,77 %",-,-,-,-,-,-,-,-,"3,53 %","33,33 %","95,5 %",10,-
jegallardoga,ext_consaez,"64,65 %","100,96","83,86 %",-,-,-,-,-,-,-,-,"2,41 %",-,"105,53 %",5,-
jegallardoga,ext_criarria,"80,85 %","101,28","83,68 %",-,-,-,-,-,-,-,-,"6,63 %",0 %,"97,9 %",5,-
jegallardoga,ext_crmtorre,"94,76 %","136,46","83,73 %",-,-,-,-,-,-,-,-,"4,22 %",0 %,"103,17 %",6,-
jegallardoga,ext_darcares,"56,11 %","65,76","47,18 %",-,-,-,-,-,-,-,-,"1,89 %",-,"38,31 %",-,-
jegallardoga,ext_deyalvar,"51,79 %","64,53","41,96 %",-,-,-,-,-,-,-,-,0 %,-,"28,03 %",-,-
jegallardoga,ext_hugvasqu,"100,48 %","120,32","84,77 %",-,-,-,-,-,-,-,-,"1,81 %",0 %,"102,65 %",6,-
jegallardoga,ext_iaaranda,"63,09 %","84,71","80,64 %",-,-,-,-,-,-,-,-,0 %,-,"65,62 %",6,-
jegallardoga,ext_jheespin,"62,5 %","81,7","79,4 %",-,-,-,-,-,-,-,-,"1,72 %",100 %,"102,15 %",7,10
jegallardoga,ext_kamgonza,"38,39 %","47,54","43,72 %",-,-,-,-,-,-,-,-,4 %,-,"15,11 %",-,-
jegallardoga,ext_luijara,"61,59 %","65,45","50,32 %",-,-,-,-,-,-,-,-,"2,73 %",-,"65,34 %",-,-
jegallardoga,ext_maagullo,"69,73 %","93,66","80,69 %",-,-,-,-,-,-,-,-,"2,76 %",-,"66,39 %",7,-
jegallardoga,ext_marliemp,"95,02 %","69,61","74,42 %",-,-,-,-,-,-,-,-,"4,26 %",-,"57,67 %",-,-
