Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,mcasosdiaz,"95,49 %","138,34","77,69 %",-,-,-,-,-,-,-,-,"0,68 %",0 %,"104,73 %",7,-
jegallardoga,mlouisor,"71,03 %","43,04","85,13 %",-,-,-,-,-,-,-,-,0 %,-,"65,65 %",6,-
jegallardoga,ngabelocamil,"81,37 %","100,93","86,56 %",-,-,-,-,-,-,-,-,"1,01 %",0 %,"101,48 %",7,-
jegallardoga,ogandarillas,"82,34 %","141,05","84,29 %",-,-,-,-,-,-,-,-,"2,86 %",-,"106,19 %",7,-
jegallardoga,omezavilches,"115,26 %","149,5","87,63 %",-,-,-,-,-,-,-,-,"3,61 %",0 %,"102,15 %",6,-
jegallardoga,pgalvez,"95,77 %","116,19","89,96 %",-,-,-,-,-,-,-,-,"1,48 %",-,"98,43 %",7,-
jegallardoga,robarra,"81,67 %","61,92","86,34 %",-,-,-,-,-,-,-,-,0 %,-,"93,1 %",9,-
jegallardoga,rtorosanhuez,"71,18 %","166,83","60,66 %",-,-,-,-,-,-,-,-,"1,05 %",-,"30,52 %",10,-
jegallardoga,vhinostrozaz,"116,93 %","180,76","92,28 %",-,-,-,-,-,-,-,-,"1,28 %",-,"79,51 %",9,-
jegallardoga,vortegonbern,"106,51 %","77,28","90,14 %",-,-,-,-,-,-,-,-,0 %,0 %,"83,96 %",5,-
jegallardoga,yrojasfuente,"109,24 %","171,77","70,07 %",-,-,-,-,-,-,-,-,"0,67 %",0 %,"79,51 %",8,-
jegallardoga,ediazvega,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_anllamoc,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_benjleal,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_brleteli,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_caadomin,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_darcares,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_deyalvar,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_gueignac,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_jearriaz,-,-,0 %,-,-,-,-,-,-,-,-,-,-,0 %,-,-
jegallardoga,ext_kamgonza,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_luijara,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_marliemp,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_nicoletp,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_pamayala,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_papasco,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_patbascu,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_rodrolgu,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_scescoba,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,ext_yarelahe,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
jegallardoga,fpobleteayal,-,-,0 %,-,-,-,-,-,-,-,-,-,-,-,-,-
