Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,ajarasanchez,"96,33 %","120,05","86,5 %",-,-,-,-,-,-,-,-,"2,09 %",0 %,"103,77 %",5,10
jegallardoga,apajaromerla,"96,99 %","128,49","83,1 %",-,-,-,-,-,-,-,-,"0,74 %",0 %,-,7,0
jegallardoga,cpintoarruza,"94,31 %","122,2","81,61 %",-,-,-,-,-,-,-,-,"1,74 %",50 %,"101,69 %",4,9
jegallardoga,crojashidalg,"134,99 %","78,88","87,39 %",-,-,-,-,-,-,-,-,0 %,-,-,25,24
jegallardoga,ext_fujavier,"103,09 %","168,47","81,54 %",-,-,-,-,-,-,-,-,"1,73 %",-,"95,19 %",4,10
jegallardoga,ext_hugvasqu,"106,09 %","119,56","85,66 %",-,-,-,-,-,-,-,-,"1,46 %",100 %,"101,4 %",7,10
jegallardoga,ext_macasos,"106,31 %","147,03","82,32 %",-,-,-,-,-,-,-,-,"2,55 %",0 %,"97,51 %",4,12
jegallardoga,ext_nanyespi,"97,78 %","154,27","78,26 %",-,-,-,-,-,-,-,-,"2,05 %",50 %,"102,74 %",5,12
jegallardoga,ext_osgandar,"112,32 %","171,09","85,57 %",-,-,-,-,-,-,-,-,"4,95 %",0 %,"98,37 %",7,12
jegallardoga,ext_sagalaz,"101,69 %","111,13","88,35 %",-,-,-,-,-,-,-,-,"1,07 %","33,33 %",-,7,0
jegallardoga,ext_scannais,"124,64 %","141,64","86,28 %",-,-,-,-,-,-,-,-,"1,06 %",0 %,"72,93 %",5,13
jegallardoga,ext_toralfre,"111,88 %","140,45","86,12 %",-,-,-,-,-,-,-,-,"2,08 %",-,"103,35 %",6,10
jegallardoga,fmartinmanci,"86,12 %","109,73","79,37 %",-,-,-,-,-,-,-,-,"0,65 %",0 %,"105,11 %",5,9
jegallardoga,halvarezaran,"88,43 %","125,09","82,67 %",-,-,-,-,-,-,-,-,"1,01 %",0 %,"101,98 %",6,14
jegallardoga,irodriguezdo,"110,76 %","139,63","86,21 %",-,-,-,-,-,-,-,-,"0,58 %","33,33 %",-,5,0
jegallardoga,jniriancurih,"106,69 %","134,68","86,56 %",-,-,-,-,-,-,-,-,"1,17 %",0 %,"102,29 %",5,10
jegallardoga,kcollaolazza,"124,97 %","181,03","84,01 %",-,-,-,-,-,-,-,-,"2,25 %",100 %,"95,16 %",5,-
jegallardoga,mlouisor,"109,29 %","84,8","82,65 %",-,-,-,-,-,-,-,-,0 %,-,-,6,0
jegallardoga,ngabelocamil,"92,51 %","121,39","83,79 %",-,-,-,-,-,-,-,-,"2,7 %",25 %,"99,41 %",5,18
jegallardoga,pgalvez,"96,08 %","127,65","82,64 %",-,-,-,-,-,-,-,-,"0,6 %",0 %,-,5,0
jegallardoga,robarra,"109,62 %","83,04","83,35 %",-,-,-,-,-,-,-,-,0 %,-,"96,52 %",7,36
jegallardoga,vhinostrozaz,"156,3 %","213,49","83,63 %",-,-,-,-,-,-,-,-,"3,17 %",-,-,5,-
jegallardoga,vortegonbern,"128,38 %","82,87","82,69 %",-,-,-,-,-,-,-,-,0 %,-,"88,29 %",5,54
jegallardoga,yrojasfuente,"103,99 %","169,85",76 %,-,-,-,-,-,-,-,-,"0,68 %",0 %,"93,13 %",5,10
