Team_Leader,Reps,GAP_Picking,PEF_Picking,UT_Picking,GAP_Packing,PEF_Packing,UTI_Packing,GAP_Wallin,PEF_Wallin,UTI_Wallin,GAP_Sorting,GAP_HU,RR,SAF,AT,FS,SF
jegallardoga,ext_nanyespi,"116,35 %","161,07","84,27 %",-,-,-,-,-,-,-,-,"0,46 %",0 %,"77,64 %",5,-
jegallardoga,ext_nicoyarz,"70,55 %","78,82","77,43 %",-,-,-,-,-,-,-,-,"1,28 %",-,-,-,-
jegallardoga,ext_pocornej,"57,72 %","76,44","62,61 %",-,-,-,-,-,-,-,-,"2,76 %",-,"87,94 %",-,3
jegallardoga,ext_sagalaz,"101,06 %","130,22","82,81 %",-,-,-,-,-,-,-,-,"2,31 %",-,"61,52 %",5,10
jegallardoga,ext_sebastfa,"79,75 %","84,04","68,67 %",-,-,-,-,-,-,-,-,"2,22 %",-,"71,9 %",-,-
jegallardoga,ext_solcabez,"99,73 %","86,03","75,59 %",-,-,-,-,-,-,-,-,"0,93 %",-,"78,55 %",-,18
jegallardoga,ext_toralfre,"90,34 %","124,96","73,93 %",-,-,-,-,-,-,-,-,"1,39 %",-,"63,82 %",7,-
jegallardoga,fsepulvedami,"94,04 %","133,35","81,39 %",-,-,-,-,-,-,-,-,"0,52 %",-,"55,4 %",5,-
jegallardoga,halvarezaran,"93,15 %",128,"79,29 %",-,-,-,-,-,-,-,-,0 %,-,"75,44 %",4,-
jegallardoga,irodriguezdo,"92,97 %","134,74","80,53 %",-,-,-,-,-,-,-,-,"1,37 %",-,"63,91 %",8,-
jegallardoga,jniriancurih,"99,67 %","155,4","89,09 %",-,-,-,-,-,-,-,-,"0,6 %",-,"75,64 %",8,-
jegallardoga,kcollaolazza,"134,25 %","223,71","83,5 %",-,-,-,-,-,-,-,-,"2,54 %",-,"34,06 %",4,0
jegallardoga,mcasosdiaz,"95,53 %","119,4","83,3 %",-,-,-,-,-,-,-,-,"2,14 %",-,67 %,3,-
jegallardoga,mlouisor,"90,51 %","66,66","85,6 %",-,-,-,-,-,-,-,-,0 %,-,"50,79 %",5,-
jegallardoga,ngabelocamil,"98,77 %","138,58","76,16 %",-,-,-,-,-,-,-,-,0 %,-,"78,4 %",14,30
jegallardoga,ogandarillas,"120,33 %","158,06","82,94 %",-,-,-,-,-,-,-,-,0 %,-,"60,47 %",8,-
jegallardoga,omezavilches,"134,01 %","188,49","89,53 %",-,-,-,-,-,-,-,-,"1,91 %",-,"62,52 %",4,-
jegallardoga,pgalvez,"101,21 %","141,72","85,61 %",-,-,-,-,-,-,-,-,"1,38 %",-,"63,65 %",6,-
jegallardoga,robarra,"95,48 %","64,75","91,9 %",-,-,-,-,-,-,-,-,0 %,-,"73,87 %",6,-
jegallardoga,vhinostrozaz,"159,06 %","219,9","93,39 %",-,-,-,-,-,-,-,-,"2,13 %",-,"74,7 %",5,-
jegallardoga,vortegonbern,"120,95 %","79,52","93,76 %",-,-,-,-,-,-,-,-,0 %,-,"58,31 %",3,-
jegallardoga,yrojasfuente,"123,3 %","173,1","83,21 %",-,-,-,-,-,-,-,-,0 %,-,"78,64 %",5,0
jegallardoga,apajaromerla,-,-,0 %,"103,89 %","147,91","87,48 %",-,-,-,-,-,-,-,"39,76 %",7,-
jegallardoga,cpintoarruza,-,-,0 %,-,-,-,-,-,-,-,-,-,-,"79,62 %",-,7
jegallardoga,fmartinmanci,-,-,0 %,-,-,-,-,-,-,-,-,-,-,"79,79 %",-,10
jegallardoga,rtorosanhuez,-,-,0 %,-,-,-,-,-,-,-,-,-,-,"0,03 %",-,-
